screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
showtime_cy,2021-01-30T10:54:01Z,"AΠΟΣΤΟΛΟΣ ΓΚΛΕΤΣΟΣ - ""ΓΙΑ ΝΑ ΔΟΥΛΕΨΕΙΣ ΠΡΕΠΕΙ ΝΑ ΚΟΙΜΗΘΕΙΣ ΜΕ ΕΝΑΝ ΣΚ@ΤΟΓΕΡΟ"" ... 
https://t.co/WlZ7bwudxp 
#MeToo https://t.co/mYjF6x0L5t",,,https://t.co/b86VeVcKrs,Twitter Web App,el,1355469311368978435
GiorgosA96,2021-01-30T10:53:22Z,"RT @madam_shou: Δεν καταλαβαίνω γιατί η καταγγελία του Λαμπάτου δεν έχει πάρει τις ίδιες διαστάσεις με τις υπόλοιπες, πόσο μάλλον όταν καταγγέλει επαναλαμβανόμενη, καθαρή βία. Βία που συνεχίζεται σε όλες τις παραστάσεις του #Σεφερλή.
 #Κιμούλης #Σπυροπουλος #MeToo",,madam_shou,"🇬🇷🌍🇪🇺📖🌹
One child, one teacher, one book, one pen can change the world. -Malala Yousafzai",Twitter for Android,el,1355469145467465728
EvaMprousko,2021-01-30T10:51:33Z,Διαβάζω συνεχώς τη δημοσίευση και τα σχόλια κάτω από αυτη της #Μποτση και ανατριχιάζω και δακρύζω ρε φίλε. Είμαστε όλοι μαζί τους αλήθεια θα το λέμε συνεχεια #MeToo,,,Capricorn ♑️,Twitter for iPhone,el,1355468690356113411
DailyPostgr,2021-01-30T10:46:50Z,"«Το #metoo δεν είναι γκόσιπ, κατινιά κι αυτοπροβολή»
https://t.co/G3Ppah0WS0",,,"Τα λέμε καθαρά, χωρίς περιορισμούς. Δεν μιλάμε Γιαμαμαμότο. Αυτό δεν είναι υπόσχεση, είναι η μόνη μας δέσμευση.",Twitter Web App,el,1355467501245784067
xdf_tm,2021-01-30T10:46:09Z,RT @_lareinadelflow: #metoo Μετά από πολλή σκέψη πήρα την απόφαση να αποκαλύψω πώς έχω υπάρξει θύμα λεκτικής επίθεσης χωρίς λόγο και χωρίς κάποια εξήγηση ή συγγνώμη από τον Γιώργο Αγγελόπουλο(Ντάνο)οχι μόνο μια φορά.Θεώρησα πώς είναι καθήκον μου να ενημερώσω τον κόσμο και μην το κρύβω πια.,,_lareinadelflow,"Ζήσε με τον τρόπο που σκέπτεσαι , αλλοιώς θα σκέπτεσαι με τον τρόπο που ζεις 😉#team παντός καιρού 😂",Twitter for iPhone,el,1355467328885030912
Aixmiros3,2021-01-30T10:44:17Z,"RT @lena_pefani: Το τσόλι που βίασε τη Μαρκελα! Ειρήνη Μούρθου πόρνη,διακίνηση παιδικού πορνογραφικού υλικού,ακτιβίστρια ΛΟΑΤΚΙ και φυσικά μέλος των #syriza_xeftiles!  #Metoo δεν υπάρχει γι’αυτή την π@υτάνα; https://t.co/K5TfMqET6R",,lena_pefani,"Ο αιχμηρός.
Ο αθυρόστομος.
Ο μπαμπάς σας.",Twitter for Android,el,1355466861316616193
KGhelly,2021-01-30T10:41:47Z,"#Σπυρόπουλος ""Συγγνώμη, ήταν τυχαίο"".... πραγματικά υπήρξε συνάδελφος που δέχτηκε να μεταφέρει τέτοια δηλωση εντολέα του που κατηγορείται για αδικήματα γενετήσιας αξιοπρέπειας? Αλήθεια τώρα? #metoo",,,"Δικηγόρος, Εθελόντρια Σαμαρείτισσα του Ελληνικού Ερυθρού Σταυρού",Twitter Web App,el,1355466231634157569
thaliapo90,2021-01-30T10:39:29Z,"RT @blublu21_: Εγώ ήμουν αδυναμη
Δεν είμαι πια #MeToo #σπυροπουλος #μποτση #ΖεταΔουκα https://t.co/05RFGEF2dR",,blublu21_,,Twitter for Android,el,1355465653193474048
tzoutzoumpi1,2021-01-30T10:35:41Z,RT @Kostas_Thoneick: Πετσόκομμα απο Χρήστο Φερεντινο κατω απ την ανάρτηση της Τζένης Μπότση . Respect 🙌🏻 #Μποτση #MeToo #σπυροπουλος #ΖεταΔουκα #Κιμουλης https://t.co/pkwTBD3qZs,,Kostas_Thoneick,"Εμείς, οι επαναστάτες του καναπέ, όταν αποφασίσουμε να ξεκινήσουμε αιματηρές ταραχές  θα μπούμε σε ταξί με τυρόπιτα..",Twitter Web App,el,1355464697395474433
qqIBIAmRKZtEmPW,2021-01-30T10:26:43Z,"Η φάση θυμίζει μια κατσαρόλα κλεισμένη με καπάκι. Που βράζει, βράζει και στο τέλος ξεχυνεται το ζουμί και σου υπενθυμίζει ότι είναι απαραίτητο το ξαφρισμα. Το περιττό και το βρώμικο πρέπει να βγει στην άκρη. Κάπως έτσι η κοινωνία αλλάζει. Ειναι ώρα κορίτσια 💕 #MeToo",,,Πόσο χρόνο έχω? 🤔🤔🤔,Twitter for Android,el,1355462438490157058
